Room_no,Month,Day,Hour,Consumption_kWh,Average_Consumption_kWh,Wastage_kWh
9,8,2,4,2.63,0.78,1.85
9,8,2,5,1.55,1.77,0
9,8,2,6,1.74,0.82,0.92
9,8,2,7,1.05,0.66,0.39
9,8,2,8,2.72,1.15,1.57
9,8,2,9,1.1,1.13,0
9,8,2,10,1.67,1.55,0.12
9,8,2,11,2.7,1.31,1.39
9,8,2,12,2.07,1.18,0.89
9,8,2,13,1.82,1.09,0.73
9,8,2,14,2.49,1.49,1
9,8,2,15,1.5,1.18,0.32
9,8,2,16,2.29,0.78,1.51
9,8,2,17,2.06,1.85,0.21
9,8,2,18,1.89,0.82,1.07
9,8,2,19,1.67,0.68,0.99
9,8,2,20,3.03,1.44,1.59
9,8,2,21,1.69,2,0
9,8,2,22,1.32,1.47,0
9,8,2,23,2.1,1.81,0.29
9,8,3,0,3.69,1.95,1.74
9,8,3,1,2.02,0.6,1.42
9,8,3,2,3.47,1.78,1.69
9,8,3,3,1.24,0.8,0.44
9,8,3,4,1.42,1.48,0
9,8,3,5,1.47,1.19,0.28
9,8,3,6,1.92,0.92,1
9,8,3,7,2.18,1.85,0.33
9,8,3,8,1.48,0.83,0.65
9,8,3,9,1.94,1.2,0.74
9,8,3,10,0.96,1.19,0
9,8,3,11,3.53,1.84,1.69
9,8,3,12,1.68,0.99,0.69
9,8,3,13,3,1.87,1.13
9,8,3,14,2.38,1.16,1.22
9,8,3,15,2.02,1.48,0.54
9,8,3,16,2.07,1.19,0.88
9,8,3,17,1.57,1.59,0
9,8,3,18,3.15,1.45,1.7
9,8,3,19,3.09,1.47,1.62
9,8,3,20,1.75,1.21,0.54
9,8,3,21,2.08,1.88,0.2
9,8,3,22,3.04,1.47,1.57
9,8,3,23,1.92,1.37,0.55
9,8,4,0,3.48,1.92,1.56
9,8,4,1,3.14,1.69,1.45
9,8,4,2,1.66,0.62,1.04
9,8,4,3,1.12,1.36,0
9,8,4,4,3.1,1.75,1.35
9,8,4,5,1.26,0.84,0.42
9,8,4,6,3.23,1.87,1.36
9,8,4,7,3.06,1.16,1.9
9,8,4,8,2.35,1.68,0.67
9,8,4,9,0.46,0.59,0
9,8,4,10,0.64,0.59,0.05
9,8,4,11,1.52,1.31,0.21
9,8,4,12,0.88,1.3,0
9,8,4,13,2.21,1.11,1.1
9,8,4,14,1.04,0.66,0.38
9,8,4,15,0.78,1.27,0
9,8,4,16,1.1,0.84,0.26
9,8,4,17,3.32,1.61,1.71
9,8,4,18,2,0.62,1.38
9,8,4,19,1.19,0.87,0.32
9,8,4,20,2.12,1.85,0.27
9,8,4,21,1.53,1.68,0
9,8,4,22,1.22,0.93,0.29
9,8,4,23,1.04,1.47,0
9,8,5,0,2.86,1.87,0.99
9,8,5,1,1.64,1.5,0.14
9,8,5,2,1.9,1.5,0.4
9,8,5,3,0.81,0.94,0
9,8,5,4,1.4,0.73,0.67
9,8,5,5,3.16,1.78,1.38
9,8,5,6,0.53,0.96,0
9,8,5,7,1.4,1.01,0.39
9,8,5,8,1.65,1.88,0
9,8,5,9,0.44,0.53,0
9,8,5,10,2.01,1.81,0.2
9,8,5,11,3.14,1.84,1.3
9,8,5,12,3.07,1.44,1.63
9,8,5,13,2.82,0.97,1.85
9,8,5,14,2.76,1.19,1.57
9,8,5,15,2.31,1.26,1.05
9,8,5,16,1.96,1.9,0.06
9,8,5,17,2.25,1.82,0.43
9,8,5,18,1.24,1.14,0.1
9,8,5,19,1.54,1.68,0
9,8,5,20,3.61,1.83,1.78
9,8,5,21,2.44,0.78,1.66
9,8,5,22,2.76,1.29,1.47
9,8,5,23,0.65,0.84,0
9,8,6,0,3.9,1.99,1.91
9,8,6,1,1.36,1.29,0.07
9,8,6,2,2.03,1.76,0.27
9,8,6,3,1.78,1.41,0.37
9,8,6,4,1.56,1.71,0
9,8,6,5,1.77,1.12,0.65
9,8,6,6,1.86,1.05,0.81
9,8,6,7,2.67,1.97,0.7
9,8,6,8,1.6,1.93,0
9,8,6,9,1.05,1.04,0.01
9,8,6,10,2.5,1.16,1.34
9,8,6,11,3.07,1.28,1.79
9,8,6,12,3.13,1.72,1.41
9,8,6,13,3.27,1.48,1.79
9,8,6,14,0.51,0.65,0
9,8,6,15,1.95,1.4,0.55
9,8,6,16,0.79,0.83,0
9,8,6,17,2.95,1.82,1.13
9,8,6,18,3.36,1.75,1.61
9,8,6,19,2.66,1.09,1.57
9,8,6,20,0.4,0.58,0
9,8,6,21,2.76,1.17,1.59
9,8,6,22,1.78,1.97,0
9,8,6,23,3.05,1.22,1.83
9,8,7,0,2.14,0.52,1.62
9,8,7,1,3.43,1.63,1.8
9,8,7,2,3.56,1.92,1.64
9,8,7,3,0.7,0.99,0
9,8,7,4,2.8,1.83,0.97
9,8,7,5,2.08,0.73,1.35
9,8,7,6,3.87,1.93,1.94
9,8,7,7,1.65,1.93,0
9,8,7,8,0.72,0.92,0
9,8,7,9,0.96,1.43,0
9,8,7,10,2.78,1.4,1.38
9,8,7,11,1.38,0.69,0.69
9,8,7,12,1.42,1.85,0
9,8,7,13,2.87,1.83,1.04
9,8,7,14,1.67,1.18,0.49
9,8,7,15,1.69,1.94,0
9,8,7,16,0.29,0.59,0
9,8,7,17,2.21,0.56,1.65
9,8,7,18,2.58,1.24,1.34
9,8,7,19,3.52,1.88,1.64
9,8,7,20,0.81,0.52,0.29
9,8,7,21,3,1.59,1.41
9,8,7,22,2.43,1.82,0.61
9,8,7,23,1.99,1.13,0.86
9,9,1,0,1.68,1.16,0.52
9,9,1,1,2.28,1.39,0.89
9,9,1,2,1.61,1.73,0
9,9,1,3,1.38,1.62,0
9,9,1,4,2.58,1.26,1.32
9,9,1,5,2.33,1.01,1.32
9,9,1,6,1.64,1,0.64
9,9,1,7,0.74,0.67,0.07
9,9,1,8,1.96,0.65,1.31
9,9,1,9,2.45,1.65,0.8
9,9,1,10,2.32,1.64,0.68
9,9,1,11,1.83,1.9,0
9,9,1,12,1.47,1.81,0
9,9,1,13,2.6,0.77,1.83
9,9,1,14,2.04,1,1.04
9,9,1,15,3.46,1.7,1.76
9,9,1,16,1.81,0.55,1.26
9,9,1,17,2.82,1.15,1.67
9,9,1,18,2.59,1.69,0.9
9,9,1,19,0.83,0.57,0.26
9,9,1,20,0.87,1.18,0
9,9,1,21,1.37,1.2,0.17
9,9,1,22,1.7,0.75,0.95
9,9,1,23,3.54,1.91,1.63
9,9,2,0,1.67,0.78,0.89
9,9,2,1,1.04,1.31,0
9,9,2,2,1.03,0.81,0.22
9,9,2,3,1.56,1.94,0
9,9,2,4,3.39,1.42,1.97
9,9,2,5,2.2,0.75,1.45
9,9,2,6,3.21,1.21,2
9,9,2,7,3.26,1.65,1.61
9,9,2,8,1.82,1.71,0.11
9,9,2,9,2.63,1.64,0.99
9,9,2,10,1.59,0.53,1.06
9,9,2,11,2.51,1.59,0.92
9,9,2,12,2.54,1.91,0.63
9,9,2,13,2.78,1.58,1.2
9,9,2,14,2.54,1.63,0.91
9,9,2,15,2.17,1.3,0.87
9,9,2,16,2.73,1.45,1.28
9,9,2,17,2.09,1.71,0.38
9,9,2,18,2.4,1.6,0.8
9,9,2,19,0.98,0.82,0.16
9,9,2,20,2.36,1.18,1.18
9,9,2,21,0.4,0.7,0
9,9,2,22,2.38,0.75,1.63
9,9,2,23,2.67,1.83,0.84
9,9,3,0,1.01,1.11,0
9,9,3,1,2.6,1.58,1.02
9,9,3,2,1.61,0.68,0.93
9,9,3,3,2.25,1.42,0.83
9,9,3,4,3.26,1.76,1.5
9,9,3,5,1.23,1.57,0
9,9,3,6,1.89,1.24,0.65
9,9,3,7,2.36,0.66,1.7
9,9,3,8,2.49,1.55,0.94
9,9,3,9,2.13,0.55,1.58
9,9,3,10,0.45,0.77,0
9,9,3,11,1.5,1.85,0
9,9,3,12,1.43,1.78,0
9,9,3,13,1.92,1.17,0.75
9,9,3,14,0.89,0.82,0.07
9,9,3,15,2.18,1.6,0.58
9,9,3,16,2.29,1.35,0.94
9,9,3,17,0.51,0.95,0
9,9,3,18,3.66,1.86,1.8
9,9,3,19,2.84,1.63,1.21
9,9,3,20,3.83,1.92,1.91
9,9,3,21,2.41,0.74,1.67
9,9,3,22,0.68,0.63,0.05
9,9,3,23,2.28,1.87,0.41
9,9,4,0,0.96,1.33,0
9,9,4,1,2.65,1.83,0.82
9,9,4,2,0.74,1.08,0
9,9,4,3,2.17,0.98,1.19
9,9,4,4,2.75,0.84,1.91
9,9,4,5,1.38,1.45,0
9,9,4,6,3.34,1.55,1.79
9,9,4,7,2.7,1.23,1.47
9,9,4,8,1.65,1.14,0.51
9,9,4,9,1.37,1.17,0.2
9,9,4,10,1.02,1.43,0
9,9,4,11,2.28,1.6,0.68
9,9,4,12,2.21,1.15,1.06
9,9,4,13,1.59,0.91,0.68
9,9,4,14,2.36,1.57,0.79
9,9,4,15,1.44,0.77,0.67
9,9,4,16,1.74,1.5,0.24
9,9,4,17,2.96,1.34,1.62
9,9,4,18,1.43,0.78,0.65
9,9,4,19,2.78,1.04,1.74
9,9,4,20,2.07,0.79,1.28
9,9,4,21,2.68,1.19,1.49
9,9,4,22,1.4,0.78,0.62
9,9,4,23,2.35,1.74,0.61
9,9,5,0,2.94,1.74,1.2
9,9,5,1,1.61,1.03,0.58
9,9,5,2,0.91,0.77,0.14
9,9,5,3,2.58,1.7,0.88
9,9,5,4,3.4,1.6,1.8
9,9,5,5,2.52,0.58,1.94
9,9,5,6,2.59,1.11,1.48
9,9,5,7,2.15,0.6,1.55
9,9,5,8,2.34,1.59,0.75
9,9,5,9,2.68,0.86,1.82
9,9,5,10,1.7,1.51,0.19
9,9,5,11,1.58,1.37,0.21
9,9,5,12,0.7,1.13,0
9,9,5,13,1.73,1.98,0
9,9,5,14,1.08,1.09,0
9,9,5,15,1.07,1.56,0
9,9,5,16,3.89,1.97,1.92
9,9,5,17,2.35,0.8,1.55
9,9,5,18,2.13,1.16,0.97
9,9,5,19,3.47,1.75,1.72
9,9,5,20,1.51,0.59,0.92
9,9,5,21,2.19,0.54,1.65
9,9,5,22,2.91,1.47,1.44
9,9,5,23,2.08,0.73,1.35
9,9,6,0,2.69,1.16,1.53
9,9,6,1,2.51,1.15,1.36
9,9,6,2,3.2,1.49,1.71
9,9,6,3,0.89,0.93,0
9,9,6,4,1.6,1.42,0.18
9,9,6,5,1.67,1.01,0.66
9,9,6,6,1.21,0.76,0.45
9,9,6,7,0.99,0.66,0.33
9,9,6,8,3.27,1.62,1.65
9,9,6,9,2.35,0.52,1.83
9,9,6,10,2.32,1.28,1.04
9,9,6,11,2.54,1.77,0.77
9,9,6,12,0.51,0.8,0
9,9,6,13,2.78,1.72,1.06
9,9,6,14,2.08,0.91,1.17
9,9,6,15,2.06,0.92,1.14
9,9,6,16,1.04,1.18,0
9,9,6,17,2.81,1.55,1.26
9,9,6,18,2.42,1.05,1.37
9,9,6,19,0.68,0.68,0
9,9,6,20,2.42,1.22,1.2
9,9,6,21,0.42,0.61,0
9,9,6,22,1.1,0.58,0.52
9,9,6,23,2.77,1.58,1.19
9,9,7,0,2.51,0.94,1.57
9,9,7,1,2.5,1.05,1.45
9,9,7,2,3.11,1.21,1.9
9,9,7,3,1.32,1.75,0
9,9,7,4,2,0.87,1.13
9,9,7,5,3.85,1.97,1.88
9,9,7,6,0.95,1.17,0
9,9,7,7,1.57,0.82,0.75
9,9,7,8,1.12,1.15,0
9,9,7,9,2.44,1,1.44
9,9,7,10,2.49,1.32,1.17
9,9,7,11,1.17,0.89,0.28
9,9,7,12,2.58,1.37,1.21
9,9,7,13,1.49,0.69,0.8
9,9,7,14,1.54,1.25,0.29
9,9,7,15,3.27,1.92,1.35
9,9,7,16,3,1.85,1.15
9,9,7,17,2.19,1.89,0.3
9,9,7,18,1.67,0.88,0.79
9,9,7,19,3.04,1.17,1.87
9,9,7,20,2.61,1.08,1.53
9,9,7,21,0.62,0.62,0
9,9,7,22,1.65,0.72,0.93
9,9,7,23,1.47,1.49,0
9,10,1,0,1.2,0.61,0.59
9,10,1,1,3.2,1.31,1.89
9,10,1,2,2.83,1.77,1.06
9,10,1,3,1.62,0.87,0.75
9,10,1,4,1.11,1.58,0
9,10,1,5,1.94,0.58,1.36
9,10,1,6,2.63,1.13,1.5
9,10,1,7,2.97,1.19,1.78
9,10,1,8,2.69,0.91,1.78
9,10,1,9,0.6,0.52,0.08
9,10,1,10,1.68,1.3,0.38
9,10,1,11,2.74,1.08,1.66
9,10,1,12,2.59,1.94,0.65
9,10,1,13,2.46,1.84,0.62
9,10,1,14,2.74,1.94,0.8
9,10,1,15,0.53,0.74,0
9,10,1,16,3.11,1.71,1.4
9,10,1,17,1.32,0.61,0.71
9,10,1,18,2.65,1.86,0.79
9,10,1,19,0.78,1.25,0
9,10,1,20,0.76,0.98,0
9,10,1,21,3.41,1.54,1.87
9,10,1,22,3.15,1.89,1.26
9,10,1,23,2.24,0.88,1.36
9,10,2,0,1.71,1.09,0.62
9,10,2,1,1.67,0.77,0.9
9,10,2,2,2.61,1.55,1.06
9,10,2,3,2.51,1.87,0.64
9,10,2,4,0.45,0.54,0
9,10,2,5,1.85,1.76,0.09
9,10,2,6,1.49,0.9,0.59
9,10,2,7,1.32,1.09,0.23
9,10,2,8,2.3,1.48,0.82
9,10,2,9,1.06,1.08,0
9,10,2,10,2.85,1.6,1.25
9,10,2,11,2.41,1.59,0.82
9,10,2,12,2.69,1.49,1.2
9,10,2,13,3.17,1.49,1.68
9,10,2,14,3.62,1.7,1.92
9,10,2,15,2.96,1.66,1.3
9,10,2,16,1.84,1.88,0
9,10,2,17,0.47,0.92,0
9,10,2,18,2.56,1.83,0.73
9,10,2,19,2.7,1.52,1.18
9,10,2,20,2.07,1.82,0.25
9,10,2,21,0.47,0.59,0
9,10,2,22,2.64,0.9,1.74
9,10,2,23,0.84,0.7,0.14
9,10,3,0,3.11,1.34,1.77
9,10,3,1,2.01,0.92,1.09
9,10,3,2,1.64,1.63,0.01
9,10,3,3,2,1.16,0.84
9,10,3,4,3.23,1.75,1.48
9,10,3,5,2.91,1.29,1.62
9,10,3,6,2.78,1.22,1.56
9,10,3,7,0.79,0.66,0.13
9,10,3,8,3.45,1.95,1.5
9,10,3,9,2.52,1.09,1.43
9,10,3,10,0.96,0.83,0.13
9,10,3,11,2.33,0.62,1.71
9,10,3,12,1.99,1.57,0.42
9,10,3,13,0.9,0.98,0
9,10,3,14,0.68,0.71,0
9,10,3,15,2.77,1.19,1.58
9,10,3,16,2.03,1.5,0.53
9,10,3,17,0.64,0.55,0.09
9,10,3,18,2.17,1.08,1.09
9,10,3,19,1.94,0.62,1.32
9,10,3,20,0.8,0.89,0
9,10,3,21,2.69,1.05,1.64
9,10,3,22,0.59,0.66,0
9,10,3,23,2.84,0.92,1.92
9,10,4,0,2.31,1.91,0.4
9,10,4,1,2.68,1.95,0.73
9,10,4,2,2.88,1.18,1.7
9,10,4,3,1.63,1.21,0.42
9,10,4,4,2.24,0.55,1.69
9,10,4,5,3.81,1.99,1.82
9,10,4,6,2.14,0.67,1.47
9,10,4,7,1.15,0.65,0.5
9,10,4,8,1.58,1.5,0.08
9,10,4,9,2.42,0.77,1.65
9,10,4,10,0.32,0.64,0
9,10,4,11,1.45,0.56,0.89
9,10,4,12,2.66,0.82,1.84
9,10,4,13,1.75,0.81,0.94
9,10,4,14,2.76,1.5,1.26
9,10,4,15,3.44,1.65,1.79
9,10,4,16,2.75,1.19,1.56
9,10,4,17,1.64,0.91,0.73
9,10,4,18,2.88,1.94,0.94
9,10,4,19,1.9,1.62,0.28
9,10,4,20,2.02,0.75,1.27
9,10,4,21,1.61,1,0.61
9,10,4,22,1.91,1.17,0.74
9,10,4,23,2.11,0.97,1.14
9,10,5,0,1.74,0.84,0.9
9,10,5,1,3.31,1.37,1.94
9,10,5,2,1.54,1.4,0.14
9,10,5,3,1.35,0.99,0.36
9,10,5,4,2.97,1.18,1.79
9,10,5,5,1.69,1.01,0.68
9,10,5,6,1.49,1.33,0.16
9,10,5,7,0.3,0.67,0
9,10,5,8,2.48,0.75,1.73
9,10,5,9,2.07,1.1,0.97
9,10,5,10,2.53,1.43,1.1
9,10,5,11,2.12,1.1,1.02
9,10,5,12,1.64,0.96,0.68
9,10,5,13,1.98,1.93,0.05
9,10,5,14,2.26,0.88,1.38
9,10,5,15,1.28,1.44,0
9,10,5,16,2.76,1.59,1.17
9,10,5,17,2.54,1.01,1.53
9,10,5,18,1.71,0.89,0.82
9,10,5,19,1.4,1.83,0
9,10,5,20,1.25,1.74,0
9,10,5,21,3.51,1.54,1.97
9,10,5,22,2.29,1.4,0.89
9,10,5,23,1.55,1.26,0.29
9,10,6,0,1.16,1.3,0
9,10,6,1,1.88,0.74,1.14
9,10,6,2,1.85,1.6,0.25
9,10,6,3,2.23,0.76,1.47
9,10,6,4,2.08,1.61,0.47
9,10,6,5,3.91,1.93,1.98
9,10,6,6,2.79,1.82,0.97
9,10,6,7,2.37,0.97,1.4
9,10,6,8,0.61,0.94,0
9,10,6,9,0.91,1.25,0
9,10,6,10,2.85,1.27,1.58
9,10,6,11,1.17,0.73,0.44
9,10,6,12,1.37,0.81,0.56
9,10,6,13,1.94,1.02,0.92
9,10,6,14,0.53,0.79,0
9,10,6,15,2.5,0.76,1.74
9,10,6,16,1.23,0.58,0.65
9,10,6,17,2.89,1.52,1.37
9,10,6,18,1.5,1.21,0.29
9,10,6,19,0.69,0.61,0.08
9,10,6,20,2.41,1.98,0.43
9,10,6,21,2.88,1.44,1.44
9,10,6,22,3.16,1.47,1.69
9,10,6,23,3.09,1.98,1.11
9,10,7,0,3.04,1.16,1.88
9,10,7,1,2.02,1.6,0.42
9,10,7,2,1.13,1.24,0
9,10,7,3,2.35,1.44,0.91
9,10,7,4,1.96,1.39,0.57
9,10,7,5,2.02,0.6,1.42
9,10,7,6,1.09,0.86,0.23
9,10,7,7,2.61,1.29,1.32
9,10,7,8,0.93,1.14,0
9,10,7,9,1.99,1.59,0.4
9,10,7,10,1.4,0.7,0.7
9,10,7,11,1.46,1.31,0.15
9,10,7,12,1.52,0.85,0.67
9,10,7,13,0.41,0.62,0
9,10,7,14,2.75,0.77,1.98
9,10,7,15,2.35,1.74,0.61
9,10,7,16,2.14,1.63,0.51
9,10,7,17,1.79,1.74,0.05
9,10,7,18,3.29,1.72,1.57
9,10,7,19,1.57,1.88,0
9,10,7,20,1.26,0.91,0.35
9,10,7,21,0.37,0.8,0
9,10,7,22,2.22,1.98,0.24
9,10,7,23,0.79,0.65,0.14
9,11,1,0,2.49,1.34,1.15
9,11,1,1,0.97,1.16,0
9,11,1,2,1.45,0.81,0.64
9,11,1,3,1.48,1.94,0
9,11,1,4,2.7,1.46,1.24
9,11,1,5,1.84,1.5,0.34
9,11,1,6,2.64,1.02,1.62
9,11,1,7,1.57,1.66,0
9,11,1,8,2.05,1.61,0.44
9,11,1,9,1.86,1.25,0.61
9,11,1,10,2.41,1.76,0.65
9,11,1,11,2.14,0.74,1.4
9,11,1,12,2.38,1.15,1.23
9,11,1,13,1.92,0.78,1.14
9,11,1,14,3.25,1.62,1.63
9,11,1,15,1.28,1.57,0
9,11,1,16,2.34,1.48,0.86
9,11,1,17,0.69,0.96,0
9,11,1,18,1.75,1.51,0.24
9,11,1,19,3.15,1.93,1.22
9,11,1,20,1.92,0.95,0.97
9,11,1,21,3.72,1.8,1.92
9,11,1,22,1.64,1.24,0.4
9,11,1,23,0.15,0.63,0
9,11,2,0,1.28,1.08,0.2
9,11,2,1,1.56,1.35,0.21
9,11,2,2,3.51,1.54,1.97
9,11,2,3,0.97,1.05,0
9,11,2,4,1.77,1.49,0.28
9,11,2,5,1.34,1.83,0
9,11,2,6,2.56,1.08,1.48
9,11,2,7,2.3,1.43,0.87
9,11,2,8,0.7,1.05,0
9,11,2,9,2.56,1.5,1.06
9,11,2,10,1.55,1.48,0.07
9,11,2,11,0.64,0.83,0
9,11,2,12,2.47,1.6,0.87
9,11,2,13,3.11,1.21,1.9
9,11,2,14,0.73,0.76,0
9,11,2,15,1.03,1.46,0
9,11,2,16,2.97,1.89,1.08
9,11,2,17,1.56,1.7,0
9,11,2,18,1.61,1.92,0
9,11,2,19,2.95,1.91,1.04
9,11,2,20,3.65,1.95,1.7
9,11,2,21,0.94,1.11,0
9,11,2,22,3.25,1.45,1.8
9,11,2,23,2.36,0.83,1.53
9,11,3,0,2.06,0.86,1.2
9,11,3,1,3.02,1.33,1.69
9,11,3,2,0.83,0.73,0.1
9,11,3,3,1.89,1,0.89
9,11,3,4,1.2,0.98,0.22
9,11,3,5,1.27,1.65,0
9,11,3,6,1.06,0.66,0.4
9,11,3,7,0.53,0.68,0
9,11,3,8,1.25,0.69,0.56
9,11,3,9,0.39,0.56,0
9,11,3,10,1.14,1.03,0.11
9,11,3,11,2.48,1.47,1.01
9,11,3,12,1.73,0.56,1.17
9,11,3,13,3.33,1.57,1.76
9,11,3,14,2.32,0.94,1.38
9,11,3,15,2.43,1.66,0.77
9,11,3,16,2.55,1.47,1.08
9,11,3,17,2.4,1.56,0.84
9,11,3,18,3.24,1.94,1.3
9,11,3,19,2.77,1.42,1.35
9,11,3,20,3.61,1.87,1.74
9,11,3,21,3.36,1.98,1.38
9,11,3,22,2.19,1.39,0.8
9,11,3,23,3.41,1.61,1.8
9,11,4,0,2.91,0.92,1.99
9,11,4,1,2.72,1.64,1.08
9,11,4,2,2.53,1.61,0.92
9,11,4,3,3.16,1.19,1.97
9,11,4,4,2.79,1.7,1.09
9,11,4,5,1.95,1.97,0
9,11,4,6,2.15,1.97,0.18
9,11,4,7,0.88,0.7,0.18
9,11,4,8,0.63,0.53,0.1
9,11,4,9,3.1,1.64,1.46
9,11,4,10,1.91,0.75,1.16
9,11,4,11,3.08,1.68,1.4
9,11,4,12,0.87,0.63,0.24
9,11,4,13,1.19,0.65,0.54
9,11,4,14,1.13,1.51,0
9,11,4,15,2.17,0.57,1.6
9,11,4,16,3.34,1.42,1.92
9,11,4,17,2.33,0.76,1.57
9,11,4,18,0.76,0.99,0
9,11,4,19,1.27,1.12,0.15
9,11,4,20,1.72,1.34,0.38
9,11,4,21,3.39,1.7,1.69
9,11,4,22,2.27,1.1,1.17
9,11,4,23,2.42,1.04,1.38
9,11,5,0,1.48,0.58,0.9
9,11,5,1,2.05,1.77,0.28
9,11,5,2,2.87,1.33,1.54
9,11,5,3,3.31,1.42,1.89
9,11,5,4,0.59,0.85,0
9,11,5,5,1.58,1.28,0.3
9,11,5,6,2.08,0.67,1.41
9,11,5,7,2.45,1.97,0.48
9,11,5,8,1.71,1.94,0
9,11,5,9,0.82,0.66,0.16
9,11,5,10,2.79,0.91,1.88
9,11,5,11,2.5,1.23,1.27
9,11,5,12,2.04,0.9,1.14
9,11,5,13,2.08,1.5,0.58
9,11,5,14,2.05,0.9,1.15
9,11,5,15,3.54,1.85,1.69
9,11,5,16,1.78,0.76,1.02
9,11,5,17,3.91,1.93,1.98
9,11,5,18,1.87,0.51,1.36
9,11,5,19,3.21,1.85,1.36
9,11,5,20,2.13,1.07,1.06
9,11,5,21,0.41,0.67,0
9,11,5,22,1.43,0.66,0.77
9,11,5,23,1.54,1.07,0.47
9,11,6,0,0.8,0.66,0.14
9,11,6,1,1.89,1.93,0
9,11,6,2,2.24,0.86,1.38
9,11,6,3,2.13,1.29,0.84
9,11,6,4,1.44,0.64,0.8
9,11,6,5,2.75,1.89,0.86
9,11,6,6,2.55,0.78,1.77
9,11,6,7,2.67,1.03,1.64
9,11,6,8,1.69,0.94,0.75
9,11,6,9,2.88,1.72,1.16
9,11,6,10,2.76,1.36,1.4
9,11,6,11,1.3,1.11,0.19
9,11,6,12,1.75,0.71,1.04
9,11,6,13,2.37,1.7,0.67
9,11,6,14,2.18,1.79,0.39
9,11,6,15,2.55,0.68,1.87
9,11,6,16,1.39,0.58,0.81
9,11,6,17,1.79,1.64,0.15
9,11,6,18,2.84,1.89,0.95
9,11,6,19,1.21,1.04,0.17
9,11,6,20,0.82,1.28,0
9,11,6,21,3.64,1.81,1.83
9,11,6,22,2.81,1.8,1.01
9,11,6,23,2.57,1.86,0.71
9,11,7,0,2.09,0.58,1.51
9,11,7,1,2.83,1.96,0.87
9,11,7,2,0.09,0.52,0
9,11,7,3,1.88,0.84,1.04
9,11,7,4,2.15,0.51,1.64
9,11,7,5,2.75,1.96,0.79
9,11,7,6,1.14,0.55,0.59
9,11,7,7,1.84,1.57,0.27
9,11,7,8,0.62,1.11,0
9,11,7,9,1.74,0.76,0.98
9,11,7,10,0.95,0.56,0.39
9,11,7,11,2.26,1.95,0.31
9,11,7,12,2.07,1.84,0.23
9,11,7,13,1.99,1.12,0.87
9,11,7,14,3.51,1.88,1.63
9,11,7,15,2.51,0.6,1.91
9,11,7,16,2.11,1.52,0.59
9,11,7,17,1.52,1.34,0.18
9,11,7,18,3.16,1.91,1.25
9,11,7,19,2.32,0.94,1.38
9,11,7,20,2.76,1.33,1.43
9,11,7,21,1.2,1.69,0
9,11,7,22,2.59,0.65,1.94
9,11,7,23,3.58,1.97,1.61
9,12,1,0,2.89,1.03,1.86
9,12,1,1,2.14,1.08,1.06
9,12,1,2,2.84,1.15,1.69
9,12,1,3,2.61,1.69,0.92
9,12,1,4,2.84,0.92,1.92
9,12,1,5,1.99,1.83,0.16
9,12,1,6,2.27,1.34,0.93
9,12,1,7,2.05,1.92,0.13
9,12,1,8,2.36,0.88,1.48
9,12,1,9,0.6,1.02,0
9,12,1,10,1.45,1.81,0
9,12,1,11,0.97,0.56,0.41
9,12,1,12,2.69,1.05,1.64
9,12,1,13,2.38,0.62,1.76
9,12,1,14,1.71,0.79,0.92
9,12,1,15,2.3,0.73,1.57
9,12,1,16,2.94,0.99,1.95
9,12,1,17,1.95,1.25,0.7
9,12,1,18,2.09,1.99,0.1
9,12,1,19,0.31,0.72,0
9,12,1,20,2.79,1.13,1.66
9,12,1,21,1.44,0.55,0.89
9,12,1,22,1.45,1.17,0.28
9,12,1,23,3,1.35,1.65
9,12,2,0,2.15,1.32,0.83
9,12,2,1,1.86,1.34,0.52
9,12,2,2,2.67,0.97,1.7
9,12,2,3,2.9,1.9,1
9,12,2,4,2.68,0.69,1.99
9,12,2,5,3.3,1.63,1.67
9,12,2,6,1.64,0.5,1.14
9,12,2,7,2.12,1.47,0.65
9,12,2,8,2.37,0.71,1.66
9,12,2,9,1.83,1.33,0.5
9,12,2,10,2.86,1.58,1.28
9,12,2,11,1.43,1.07,0.36
9,12,2,12,2.58,1.5,1.08
9,12,2,13,1.68,1.6,0.08
9,12,2,14,2.01,1.21,0.8
9,12,2,15,1.95,1.35,0.6
9,12,2,16,3.24,1.75,1.49
9,12,2,17,1.92,1.89,0.03
9,12,2,18,1.49,1.02,0.47
9,12,2,19,1.1,1.23,0
9,12,2,20,1.38,0.97,0.41
9,12,2,21,2.22,1.01,1.21
9,12,2,22,3.34,1.51,1.83
9,12,2,23,2.4,1.83,0.57
9,12,3,0,1.12,0.55,0.57
9,12,3,1,2.21,0.65,1.56
9,12,3,2,3.09,1.22,1.87
9,12,3,3,1.79,0.52,1.27
9,12,3,4,3.53,1.89,1.64
9,12,3,5,2.49,0.86,1.63
9,12,3,6,2.83,1.43,1.4
9,12,3,7,3.03,1.36,1.67
9,12,3,8,1.52,1.11,0.41
9,12,3,9,0.55,0.54,0.01
9,12,3,10,1.28,1.76,0
9,12,3,11,1.74,0.86,0.88
9,12,3,12,1.09,1.23,0
9,12,3,13,0.75,0.87,0
9,12,3,14,1.57,0.62,0.95
9,12,3,15,0.42,0.73,0
9,12,3,16,1.58,0.87,0.71
9,12,3,17,1.51,1.61,0
9,12,3,18,2.22,1.5,0.72
9,12,3,19,2.16,1.92,0.24
